Sigla,Sexo,Ano,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
,,2012,7881209,545348,588786,653527,663235,631762,650622,652954,609429,559644,536341,491901,407882,313518,215313,150251,104370,63284,29967,13075
,,2013,7926918,538267,577984,641508,668433,638283,638845,656723,617815,566328,535455,500869,420626,326089,228648,152911,107397,64809,31828,14100
,,2014,7971268,531860,567932,627291,671920,645880,629196,657970,625480,573839,535338,508046,432836,338669,242274,157240,110290,66455,33536,15216
,,2015,8014276,526015,558652,611887,672919,653021,624113,656108,631944,581651,537169,513093,444314,351463,255403,163856,112912,68319,35033,16404
,,2016,8056070,520588,550153,599824,667297,659891,623227,650831,637577,589878,540778,516082,455114,364297,268156,172503,115379,70432,36389,17674
,,2017,8096561,515435,542437,588374,658254,666309,626740,641288,642866,598538,546228,516837,465347,377069,280452,183182,117631,72877,37640,19057
,,2018,8135487,510444,535464,577619,646279,671644,633454,629956,646907,607129,553163,516523,474542,389591,292438,195202,120310,75472,38863,20487
,,2019,8172784,505534,529159,567612,632084,675254,641217,620704,648451,615009,560892,516938,482021,401620,304454,207492,124336,77958,40163,21886
,,2020,8208410,500660,523407,558376,616687,676350,648515,615943,646912,621701,568913,519219,487454,412969,316679,219383,130198,80241,41593,23210
,,2021,8242118,495811,518053,549902,604578,670805,655498,615264,641933,627523,577298,523175,490894,423676,328943,230978,137687,82413,43177,24510
,,2022,8273837,490995,512953,542187,593059,661807,661989,618878,632671,632952,586067,528865,492166,433843,341155,242210,146801,84443,44977,25819
,,2023,8303703,486234,508014,535209,582230,649872,667400,625649,621624,637138,594758,535973,492403,443032,353147,253209,156991,86805,46869,27146
,,2024,8331674,481535,503156,528900,572146,635716,671093,633446,612615,638852,602738,543838,493315,450598,364696,264258,167411,90172,48687,28502
,,2025,8357708,476896,498331,523142,562828,620360,672281,640779,608037,637507,609542,551975,495989,456227,375626,275502,177533,94899,50363,29891
,,2026,8381658,472308,493531,517784,554273,608257,666877,647811,607493,632771,615491,560462,500256,459973,385977,286797,187447,100825,51974,31351
,,2027,8403481,467777,488760,512687,546477,596734,658044,654366,611198,623810,621066,569320,506162,461679,395843,298058,197106,107944,53512,32938
,,2028,8423212,463295,484043,507749,539422,585889,646287,659855,618021,613066,625411,578094,513406,462399,404809,309135,206608,115855,55285,34583
,,2029,8440785,458831,479388,502891,533030,575782,632318,663645,625851,604325,627310,586159,521362,463743,412275,319829,216175,123943,57732,36196
,,2030,8456109,454331,474790,498064,527193,566431,617156,664955,633219,599948,626186,593065,529564,466733,417943,329976,225913,131829,61073,37740
,F,2000,7605224,645218,623300,598878,659956,659078,619954,593744,596959,555407,482882,391791,294540,256314,216109,175729,116532,66523,34818,17492
,,2001,7687963,638882,630617,598220,652938,665059,627634,594925,597052,564920,496864,408781,306735,259069,219528,179779,122567,70026,35025,19342
,,2002,7767268,629346,637024,602441,641110,670237,636267,598142,594669,573615,510120,424849,322435,261152,223615,182757,128932,73761,36021,20775
,,2003,7843158,617272,641795,610108,627322,673662,645201,603127,591124,580968,522571,440104,340416,263843,227989,185143,135180,77746,37568,22019
,,2004,7915716,603549,644178,618648,616007,673966,653532,609294,588424,586176,534146,454892,358757,269047,232012,187625,140717,82044,39498,23204
,,2005,7985073,589345,643324,626244,609935,670511,660589,616180,587854,588858,544768,469385,376224,277826,235436,190602,145268,86641,41688,24395
,,2006,8051377,577549,636835,633110,608612,663056,666520,623925,589246,589199,554441,483352,392961,289862,238413,194024,148972,91483,44088,25729
,,2007,8114717,566331,627149,639059,612208,650778,671635,632619,592653,587085,563318,496628,408839,305228,240768,198038,151814,96602,46658,27307
,,2008,8175200,555777,614924,643370,619280,636553,674976,641611,597808,583816,570879,509137,423958,322776,243696,202302,154184,101642,49406,29105
,,2009,8232976,545932,601058,645290,627255,624827,675177,649999,604134,581381,576324,520808,438644,340688,248971,206241,156644,106143,52367,31093
,,2010,8288206,536817,586714,643973,634299,618376,671610,657114,611174,581053,579280,531561,453064,357797,257580,209632,159510,109888,55526,33238
,,2011,8341382,528460,574813,637103,640666,616731,664074,663130,619075,582677,579919,541400,466987,374233,269236,212640,162768,113030,58891,35549
,,2012,8392775,520876,563553,627175,646212,620086,651767,668352,627922,586295,578125,550463,480232,389855,284001,215127,166571,115600,62531,38032
,,2013,8442261,514024,553006,614817,650219,626979,637545,671798,637049,591629,575166,558217,492721,404744,300799,218172,170613,117880,66187,40696
,,2014,8489905,507829,543210,600902,651945,634846,625851,672111,645560,598101,573011,563873,504384,419204,317936,223365,174400,120281,69535,43561
,,2015,8535748,502180,534180,586577,650554,641862,619453,668678,652788,605261,572912,567060,515146,433386,334325,231592,177736,123023,72424,46611
,,2016,8579926,496937,525920,574718,643665,648242,617882,661292,658910,613256,574720,567952,525017,447080,350088,242573,180759,126086,74954,49875
,,2017,8622395,491961,518427,563496,633692,653797,621303,649152,664238,622183,578483,566451,534135,460128,365114,256358,183350,129580,77146,53401
,,2018,8662934,487145,511657,552981,621267,657797,628254,635101,667798,631387,583935,563804,541982,472457,379475,271981,186439,133255,79175,57044
,,2019,8701522,482410,505538,543214,607259,659496,636173,623562,668247,639977,590510,561942,547785,484000,393452,287920,191401,136713,81299,60624
,,2020,8738131,477713,499961,534207,592824,658051,643232,617298,664966,647290,597766,562090,551177,494686,407174,303203,198996,139800,83654,64043
,,2021,8772616,473040,494772,525958,580827,651065,649620,615800,657710,653478,605822,564085,552318,504506,420444,317941,208969,142644,86232,67385
,,2022,8804941,468405,489834,518458,569452,640957,655157,619228,645681,658844,614772,567972,551108,513594,433112,332036,221353,145161,89119,70698
,,2023,8835194,463826,485056,511680,558785,628376,659142,626167,631746,662454,623992,573507,548782,521453,445111,345554,235323,148107,92128,74005
,,2024,8863336,459311,480358,505551,548870,614204,660816,634068,620305,662972,632595,580140,547211,527338,456372,358738,249577,152588,94971,77351
,,2025,8889360,454854,475698,499959,539723,599607,659342,641114,614107,659784,639934,587440,547590,530887,466828,371702,263285,159209,97542,80755
,,2026,8913080,450449,471055,494758,531330,587443,652323,647490,612647,652644,646160,595522,549764,532257,476464,384270,276547,167748,99949,84260
,,2027,8934449,446098,466450,489807,523689,575895,642173,653012,616087,640758,651573,604476,553767,531355,485411,396298,289287,178217,102150,87946
,,2028,8953589,441798,461902,485017,516777,565058,629554,656986,623016,626979,655247,613690,559369,529373,493194,407721,301557,189955,104695,91701
,,2029,8970440,437519,457416,480308,510516,554983,615353,658662,630901,615674,655854,622296,566039,528116,499091,418474,313557,201926,108382,95373
,,2030,8984911,433205,452988,475633,504800,545679,600730,657196,637928,609579,652784,629654,573357,528738,502758,428487,325377,213474,113636,98908
,Total,2000,14802363,1317637,1268490,1220221,1332836,1323343,1238216,1172659,1164871,1069546,914539,732207,541860,462361,379235,297582,189243,102084,50864,24569
,,2001,14954176,1305699,1282846,1218521,1319484,1333974,1253245,1175991,1166005,1088876,941732,763668,564170,466760,384825,304035,198889,107619,50717,27120
,,2002,15100157,1287095,1295764,1226203,1296941,1343470,1269720,1183424,1162329,1106693,968025,793473,592949,470045,391715,308834,209059,113509,52046,28863
,,2003,15240284,1262990,1305920,1240598,1270637,1349968,1286476,1194300,1156442,1121999,993133,821945,625916,474590,399183,312774,219015,119771,54358,30269
,,2004,15374696,1234999,1311922,1256900,1249006,1350798,1301931,1207281,1152317,1133276,1016713,849887,659541,483873,406070,316958,227810,126500,57318,31596
,,2005,15503631,1205315,1312146,1271725,1237315,1344706,1314917,1221351,1152466,1139822,1038481,877713,691603,499782,411936,322005,235035,133661,60687,32965
,,2006,15627358,1181362,1300049,1285464,1234683,1331101,1325934,1236735,1156526,1141920,1058496,904983,722389,521642,417085,327878,240967,141180,64380,34584
,,2007,15746038,1158575,1281297,1297764,1241470,1308316,1335779,1253540,1164602,1139264,1077059,931413,751664,549519,421229,334861,245629,149127,68332,36598
,,2008,15859866,1137134,1257050,1307304,1255007,1281795,1342592,1270610,1176058,1134413,1093180,956734,779723,581324,426521,342329,249636,156944,72548,38964
,,2009,15969092,1117133,1228932,1312695,1270506,1259954,1343714,1286377,1189579,1131268,1105361,980607,807311,613792,436113,349270,253847,163925,77078,41630
,,2010,16074006,1098619,1199124,1312314,1284564,1248049,1337911,1299681,1204161,1132305,1112903,1002747,834822,644863,451727,355301,258733,169758,81893,44531
,,2011,16175495,1081641,1175101,1299737,1297640,1245220,1324683,1311062,1220054,1137169,1116050,1023242,861846,674803,472774,360742,264333,174716,86996,47686
,,2012,16273984,1066224,1152339,1280702,1309447,1251848,1302389,1321306,1237351,1145939,1114466,1042364,888114,703373,499314,365378,270941,178884,92498,51107
,,2013,16369179,1052291,1130990,1256325,1318652,1265262,1276390,1328521,1254864,1157957,1110621,1059086,913347,730833,529447,371083,278010,182689,98015,54796
,,2014,16461173,1039689,1111142,1228193,1323865,1280726,1255047,1330081,1271040,1171940,1108349,1071919,937220,757873,560210,380605,284690,186736,103071,58777
,,2015,16550024,1028195,1092832,1198464,1323473,1294883,1243566,1324786,1284732,1186912,1110081,1080153,959460,784849,589728,395448,290648,191342,107457,63015
,,2016,16635996,1017525,1076073,1174542,1310962,1308133,1241109,1312123,1296487,1203134,1115498,1084034,980131,811377,618244,415076,296138,196518,111343,67549
,,2017,16718956,1007396,1060864,1151870,1291946,1320106,1248043,1290440,1307104,1220721,1124711,1083288,999482,837197,645566,439540,300981,202457,114786,72458
,,2018,16798421,997589,1047121,1130600,1267546,1329441,1261708,1265057,1314705,1238516,1137098,1080327,1016524,862048,671913,467183,306749,208727,118038,77531
,,2019,16874306,987944,1034697,1110826,1239343,1334750,1277390,1244266,1316698,1254986,1151402,1078880,1029806,885620,697906,495412,315737,214671,121462,82510
,,2020,16946541,978373,1023368,1092583,1209511,1334401,1291747,1233241,1311878,1268991,1166679,1081309,1038631,907655,723853,522586,329194,220041,125247,87253
,,2021,17014734,968851,1012825,1075860,1185405,1321870,1305118,1231064,1299643,1281001,1183120,1087260,1043212,928182,749387,548919,346656,225057,129409,91895
,,2022,17078778,959400,1002787,1060645,1162511,1302764,1317146,1238106,1278352,1291796,1200839,1096837,1043274,947437,774267,574246,368154,229604,134096,96517
,,2023,17138897,950060,993070,1046889,1141015,1278248,1326542,1251816,1253370,1299592,1218750,1109480,1041185,964485,798258,598763,392314,234912,138997,101151
,,2024,17195010,940846,983514,1034451,1121016,1249920,1331909,1267514,1232920,1301824,1235333,1123978,1040526,977936,821068,622996,416988,242760,143658,105853
,,2025,17247068,931750,974029,1023101,1102551,1219967,1331623,1281893,1222144,1297291,1249476,1139415,1043579,987114,842454,647204,440818,254108,147905,110646
,,2026,17294738,922757,964586,1012542,1085603,1195700,1319200,1295301,1220140,1285415,1261651,1155984,1050020,992230,862441,671067,463994,268573,151923,115611
,,2027,17337930,913875,955210,1002494,1070166,1172629,1300217,1307378,1227285,1264568,1272639,1173796,1059929,993034,881254,694356,486393,286161,155662,120884
,,2028,17376801,905093,945945,992766,1056199,1150947,1275841,1316841,1241037,1240045,1280658,1191784,1072775,991772,898003,716856,508165,305810,159980,126284
,,2029,17411225,896350,936804,983199,1043546,1130765,1247671,1322307,1256752,1219999,1283164,1208455,1087401,991859,911366,738303,529732,325869,166114,131569
,,2030,17441020,887536,927778,973697,1031993,1112110,1217886,1322151,1271147,1209527,1278970,1222719,1102921,995471,920701,758463,551290,345303,174709,136648
SP,M,2000,18697873,1718955,1682221,1734830,1849173,1801369,1690153,1572221,1457256,1288295,1066010,823633,597782,478601,366093,275708,163561,80805,35573,15634
,,2001,18940318,1730100,1681729,1721069,1849104,1822003,1709394,1587797,1475363,1318112,1103442,862624,624681,488710,374389,281885,172564,85214,35468,16670
,,2002,19178784,1733711,1684639,1710817,1838237,1844483,1730262,1604785,1491297,1346114,1140159,901232,657355,498047,384899,286482,182458,90022,36581,17204
,,2003,19413058,1729105,1691126,1703674,1820154,1866195,1752364,1623142,1506055,1372171,1175845,939408,694111,508668,396696,290603,192343,95307,38482,17609
,,2004,19642955,1715606,1701283,1698301,1800656,1883291,1775239,1642657,1521098,1396129,1210088,977344,732328,523570,408359,295728,201094,101227,40888,18069
,,2005,19868281,1692876,1714845,1693965,1783610,1893578,1798363,1663105,1537361,1417994,1242633,1015071,770342,544365,419270,302629,208273,107746,43606,18649
,,2006,20088906,1667652,1724454,1692026,1769061,1895371,1822294,1684852,1554826,1437811,1273456,1052306,808281,570470,429736,311150,214250,114815,46615,19480
,,2007,20304649,1642844,1726533,1693524,1757977,1886097,1847938,1708158,1573630,1455505,1302540,1088886,845918,601887,439524,321510,219081,122548,49899,20650
,,2008,20515331,1618452,1720414,1698617,1750001,1869357,1872663,1732637,1593742,1472034,1329755,1124491,883197,637082,450464,332926,223579,130309,53499,22112
,,2009,20720877,1594541,1705425,1707404,1743820,1850985,1892600,1757833,1614960,1488811,1354936,1158719,920283,673665,465225,344201,228850,137302,57498,23819
,,2010,20921296,1571193,1681244,1719629,1738715,1834884,1905555,1783228,1637068,1506749,1378086,1191319,957197,710116,485256,354809,235465,143205,61868,25710
,,2011,21118038,1548717,1654893,1728119,1736083,1821068,1909850,1809476,1660507,1525857,1399320,1222410,993765,746626,510103,365085,243394,148323,66624,27818
,,2012,21311214,1527384,1629430,1729441,1736990,1810377,1902720,1837308,1685466,1546219,1418516,1252027,1029906,783040,539816,374894,252885,152754,71877,30164
,,2013,21499406,1507161,1604724,1722860,1741598,1802462,1887557,1863865,1711398,1567693,1436482,1279945,1065269,819268,573031,385788,263285,157043,77214,32763
,,2014,21682662,1488045,1580834,1707712,1750090,1796114,1870202,1885258,1737834,1590086,1454558,1305950,1099475,855458,607626,400064,273625,161949,82129,35653
,,2015,21861057,1469997,1557841,1683693,1762271,1790739,1854580,1899261,1764253,1613183,1473598,1329994,1132275,891616,642241,418967,283477,167864,86408,38799
,,2016,22035880,1453045,1535889,1657618,1770872,1787944,1841020,1904369,1791321,1637451,1493628,1352118,1163677,927511,676999,442085,293093,174755,90248,42237
,,2017,22207057,1437056,1515080,1632358,1772292,1788853,1830601,1898048,1819874,1663144,1514814,1372199,1193645,963008,711724,469436,302359,182778,93729,46059
,,2018,22373118,1421792,1495341,1607841,1765754,1793550,1822938,1883718,1847145,1689775,1537054,1391055,1221963,997786,746331,499852,312549,191451,97167,50056
,,2019,22533829,1407087,1476672,1584127,1750541,1802190,1816835,1867186,1869285,1716884,1560156,1409976,1248415,1031469,780931,531512,325536,200052,101003,53972
